,Bottle Name,Type,Winery,Designation,Region,Province,Country,Price,Rating,Sommelier,Sommelier Twitter Handle,Description,City Country,Longitude,Latitude
1093,Moss Wood 2011 Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,Moss Wood,,Margaret River,Western Australia,Australia,84.0,95.0,Joe Czerwinski,@JoeCz,"Perhaps the best young wine I've tasted from Margaret River, this makes a compelling case for the region's Cabernet. Pure cassis fruit is lifted and framed by hints of toasted cedar, making for soaring aromatics and flavors, but what sets this wine apart is the tender, silky texture married to ample weight and richness. The finish lingers, with a supple, dreamy character that speaks to a gentle climate and careful winemaking. Drink now–2030.","Western Australia, Australia",121.0187246,-25.2303005
1094,Cullen 2012 Kevin John Chardonnay (Margaret River),Chardonnay,Cullen,Kevin John,Margaret River,Western Australia,Australia,109.0,94.0,Joe Czerwinski,@JoeCz,"Although Cullen's latest red wines haven't always impressed, the quality of the Chardonnay seems to go from great to even greater. This is plump enough to be appealing now, yet with a strong frame of acidity to hold it together for the next 10 or more years. Toasted nuts and fresh pineapple aromas and flavors are exotic upfront, while the lemony finish is long and mouthwatering.","Western Australia, Australia",121.0187246,-25.2303005
1095,Howard Park 2012 Abercrombie Cabernet Sauvignon (Western Australia),Cabernet Sauvignon,Howard Park,Abercrombie,Western Australia,Western Australia,Australia,90.0,94.0,Joe Czerwinski,@JoeCz,"A blend of Mount Barker and Margaret River fruit, this is lavishly oaked, chocolaty and rich, as decadent a bottle of Cabernet you'll find in Australia. Baking spices accent mocha and cassis in this full-bodied wine, which features a velvety texture and long finish. Drink 2020–2030, and possibly beyond.","Western Australia, Australia",121.0187246,-25.2303005
1096,Jean Daneel 2010 Signature Chenin Blanc (Western Cape),Chenin Blanc,Jean Daneel,Signature,,Western Cape,South Africa,28.0,92.0,Lauren Buzzeo,@laurbuzz,"This oaked Chenin shows great structure and power now, with the potential to cellar nicely for another three years or beyond. Toasted brioche, wood-grilled peaches and quince aromas open up immediately on the bouquet and carry through to the palate alongside seductive accents of sweet spice, almond skin and orange oil. The texture is round and full, and the spice-driven finish is long and satisfying.","Western Cape, South Africa",20.72753,-33.546977
1097,Bizoe 2010 Henrietta Semillon-Sauvignon Blanc (Western Cape),Semillon-Sauvignon Blanc,Bizoe,Henrietta,,Western Cape,South Africa,30.0,92.0,Lauren Buzzeo,@laurbuzz,"This beautiful Semillon-dominant blend that shows great finesse, depth and power. Rich and opulent in every way, notes of baked red apple, lemon verbena, honey-drizzled peach and sweet orange oil flood the nose and mouth, while additional flavors of hazelnut cream, fig bread and soft sweet spice carry into the long finish. Round, but with enough acidic lift to keep it from being flabby. Drink now–2015.","Western Cape, South Africa",20.72753,-33.546977
1098,Vins d'Orrance 2007 Cuvée Ameena Syrah (Western Cape),Syrah,Vins d'Orrance,Cuvée Ameena,,Western Cape,South Africa,39.0,91.0,Lauren Buzzeo,@laurbuzz,"A seductive and easy-pleasing wine, this ripe and lush beauty, named after the winemaker's daughter, will draw you in with its sultry notes of ripe brambly berries, forest floor, cured meat, sweet smoke and spice. The mouthfeel is like velvet and the finish long, with a gorgeous mocha- and licorice root-flavored finish.","Western Cape, South Africa",20.72753,-33.546977
1099,Wieninger 2013 Rosengartl White (Wiener Gemischter Satz),Austrian white blend,Wieninger,Rosengartl,,Wiener Gemischter Satz,Austria,55.0,93.0,Anne Krebiehl MW,@AnneInVino,"Juicily ripe yellow Mirabelle plums have an edge of white pepper and smoky highlights that add deeper dimension. Gorgeously peppery arugula and watercress join on the palate, yet there is something incredibly fruity and round about this. While there is green savoriness, the wine itself is ripe, juicy and yellow-fruited.","Wiener Gemischter Satz, Austria",15.885584,47.688108
1100,Weingut Christ 2013 Bisamberg White (Wiener Gemischter Satz),White Blend,Weingut Christ,Bisamberg,,Wiener Gemischter Satz,Austria,35.0,93.0,Anne Krebiehl MW,@AnneInVino,"Mellow, ripe Comice pear on the nose leads into a soft, expressive yet light-bodied palate that has slight spritz, subtle, pear-scented flavors and a mellowing earthiness surrounded by overtones of dandelion and jasmine. At the center there is acidic verve. This is very elegant and very balanced.","Wiener Gemischter Satz, Austria",15.885584,47.688108
1101,Wieninger 2012 Bisamberg Alte Reben White (Wiener Gemischter Satz),Austrian white blend,Wieninger,Bisamberg Alte Reben,,Wiener Gemischter Satz,Austria,22.0,93.0,Anne Krebiehl MW,@AnneInVino,"Initially subdued, the fresh-fruited ripeness of yellow Mirabelle plums and almost an aloe-vera-like scent lead the way, on the palate there is a streamlined but nonetheless nutty,almost smoky, rounded richness with a pleasing lick of freshness. Hazelnuts, wet pebbles and yeasty lees provide an additional dimension to this concentrated, sophisticated wine. This has mileage and will develop over the coming five years.","Wiener Gemischter Satz, Austria",15.885584,47.688108
1102,Wachtstetter 2013 Steillage Trollinger (Württemberg),Trollinger,Wachtstetter,Steillage,,Württemberg,Germany,22.0,93.0,Anna Lee C. Iijima,,"Trollinger, also known as Schiava or Vernatsch outside of Germany, is a rarity in the U.S. market, but this delightfully crisp, raspberrry-scented bottling is worth seeking out. It releases sweet raspberry and cherry perfume, but also darker notes of smoke, granite and cedar. Cranberry and strawberry flavors are tingling and tart, framed by tight tannins and a deep granite finish. Drinks well now but should improve further from 2021.","Württemberg, Germany",9.0994058,48.3366504
1103,Grafen Neipperg 2013 Neipperger Trocken Spätburgunder (Württemberg),Spätburgunder,Grafen Neipperg,Neipperger Trocken,,Württemberg,Germany,34.0,92.0,Anna Lee C. Iijima,,"Delicate morello cherry and tart red plums perfume this bright, lifted Pinot Noir. The palate is anchored by a crush of cranberry acidity and a rippling core of granite. It's a refined, exceptionally balanced wine edged by feather-soft tannins. Drink now through 2020.","Württemberg, Germany",9.0994058,48.3366504
1104,Grafen Neipperg 2011 Trocken Spätburgunder (Württemberg),Spätburgunder,Grafen Neipperg,Trocken,,Württemberg,Germany,26.0,90.0,Anna Lee C. Iijima,,"Hints of menthol and bramble meld with rich black-plum and cherry notes in this composed Pinot Noir. It's juicy and concentrated in black fruit flavors, but graced with a spray of delicate floral notes and brisk, revitalizing acidity. Soft, fine tannins square off the finish.","Württemberg, Germany",9.0994058,48.3366504
1105,Ouled Thaleb 2012 Médaillon Red (Zenata),Red Blend,Ouled Thaleb,Médaillon,,Zenata,Morocco,18.0,93.0,Mike DeSimone,@worldwineguys,"Aromas of black cherry, espresso bean and white chocolate tease the palate in this Moroccan blend of 60% Cabernet Sauvignon, 30% Merlot and 10% Syrah. Brightness reigns despite powerful tannins, and flavors of black cherry, rhubarb, jalapeño, coriander seed, vanilla and citrus zest are a pleasure on the tongue.","Zenata, Morocco",-7.4329080578919005,33.60920415
1106,Ouled Thaleb 2012 Red (Zenata),Red Blend,Ouled Thaleb,,,Zenata,Morocco,14.0,91.0,Mike DeSimone,@worldwineguys,"A black cherry hue in the glass, this blend of 70% Cabernet Sauvignon and 30% Grenache has a bouquet of ripe cherry, vanilla, toffee and chocolate. Smooth tannins are barely felt unless you linger a moment too long before the next sip. Flavors of black cherry, blackberry, toffee, eucalyptus and sage power through the lasting finish.","Zenata, Morocco",-7.4329080578919005,33.60920415
1107,Ouled Thaleb 2013 Syrah (Zenata),Syrah,Ouled Thaleb,,,Zenata,Morocco,18.0,90.0,Mike DeSimone,@worldwineguys,"Deep garnet to the eye, this wine offers a nose of black cherry, cassis and butterscotch. It is a soft and easy-drinking red, with flavors of tart cherry, cranberry, white chocolate and pencil lead. Surprisingly deft tannins float on the palate into a bright pomegranate finish.","Zenata, Morocco",-7.4329080578919005,33.60920415
1108,Hillinger NV Secco Pink Ribbon Sparkling (Österreichischer Perlwein),Sparkling Blend,Hillinger,Secco Pink Ribbon,,Österreichischer Perlwein,Austria,19.0,87.0,Anne Krebiehl MW,@AnneInVino,"Notes of strawberry candy rise from the glass and are dispersed on the palate by a lively, frothy fizz with large bubbles. A friendly, lemony freshness brightens the strawberry fruit. Light, dry and fruity, the body majors on easy enjoyment. Drink soon.","Österreichischer Perlwein, Austria",15.432388,46.978555
1109,Gebeshuber 2013 Frizzante Rosé Pinot Noir (Österreichischer Perlwein),Pinot Noir,Gebeshuber,Frizzante Rosé,,Österreichischer Perlwein,Austria,21.0,85.0,Anne Krebiehl MW,@AnneInVino,"With notions of cherry and cinnamon on the nose and just slight fizz, this is a refreshing, fruit-driven sparkling rosé that's full of strawberry and cherry notes—it might just be the very definition of easy summer wine. It ends dry, yet refreshing.","Österreichischer Perlwein, Austria",15.432388,46.978555
1110,Muenzenrieder 2013 Rosecco Der Rosenfrizzante Zweigelt (Österreichischer Perlwein),Zweigelt,Muenzenrieder,Rosecco Der Rosenfrizzante,,Österreichischer Perlwein,Austria,15.0,85.0,Anne Krebiehl MW,@AnneInVino,"Red-currant, strawberries and a touch of passion fruit almost give this a summer-cocktail vibe. It's very refreshing, with frothy, lively fizz. This wine spells party mood and is ideal for informal gatherings with its fun, off-dry and utterly fruit-driven nature.","Österreichischer Perlwein, Austria",15.432388,46.978555
1111,Ebner-Ebenauer 2007 Blanc de Blancs Chardonnay (Österreichischer Sekt),Chardonnay,Ebner-Ebenauer,Blanc de Blancs,,Österreichischer Sekt,Austria,49.0,93.0,Anne Krebiehl MW,@AnneInVino,"Lovely red apple and biscuit notes emanate here to create the perfect balance between fruit and yeasty autolysis. Acidity streamlines the generous, full-fruited body while soft mousse amplifies all the rich, layered apple flavors. The midpalate texture and finish are impressive. This is the full, delicious package and will make a classy apéritif with enough character to accompany delicate, fine cuisine. The length speaks for itself: pure class. Zero dosage.","Österreichischer Sekt, Austria",15.432388,46.978555
1112,Arndorfer 2010 Die Leidenschaft...prickelnd Sparkling (Österreichischer Sekt),Sparkling Blend,Arndorfer,Die Leidenschaft...prickelnd,,Österreichischer Sekt,Austria,55.0,92.0,Anne Krebiehl MW,@AnneInVino,"Pure apple fruit emerges above the wonderfully biscuity autolysis notes and a touch of oak lends generosity and body, but nothing ever subdues the genuine fruit here, which expresses itself as the poised scent of ripe yellow and red apples. The acidity is exemplary, tight and focused, while the bready yeast notes add extra dimensions of body and texture. The length and persistence are a marvel. A total class act that is delicious now and will become honeyed with age.","Österreichischer Sekt, Austria",15.432388,46.978555
1113,Malat 2011 Brut Reserve Sparkling (Österreichischer Sekt),Sparkling Blend,Malat,Brut Reserve,,Österreichischer Sekt,Austria,44.0,92.0,Anne Krebiehl MW,@AnneInVino,"Notes of Golden Pearmain apple persist beautifully and lastingly on the slender, dry and very elegant palate. This is delicate, ethereal and approachable, yet complex and structured. The autolysis hides behind the fruit but is evident once you look for it. Acidity and dosage are in perfect tune, creating a beautiful wine.","Österreichischer Sekt, Austria",15.432388,46.978555
1114,Sanctum 2011 Chardonnay (Štajerska),Chardonnay,Sanctum,,,Štajerska,Slovenia,17.0,90.0,Jeff Jenssen,@worldwineguys,"This brilliant straw colored Chardonnay has aromas of lemon blossoms and green apples. On the palate, it's smooth and clean with flavors of lemon curd and baked apple.","Štajerska, Slovenia",14.542359,46.104068
1115,Ciringa 2011 Fosilni Breg Reserve Sauvignon Blanc (Štajerska),Sauvignon Blanc,Ciringa,Fosilni Breg Reserve,,Štajerska,Slovenia,31.0,89.0,Jeff Jenssen,@worldwineguys,"This Slovenian Sauvignon Blanc has aromas of lemon grass and freshly mowed lawn. It is sharp on entry with flavors of lime juice, orange zest and grapefruit before the bright acidic finish.","Štajerska, Slovenia",14.542359,46.104068
1116,Dveri-Pax 2014 Yanez White (Štajerska),White Blend,Dveri-Pax,Yanez,,Štajerska,Slovenia,18.0,89.0,Jeff Jenssen,@worldwineguys,"This blend of 40% Furmint, 40% Pinot Gris and 20% Riesling has aromas of pineapple, lychee fruit and fresh herbs. It's thin and racy in the mouth with flavors of mango, apple and guava.","Štajerska, Slovenia",14.542359,46.104068
1117,Budimir 2009 Sub Rosa Red (Župa),Red Blend,Budimir,Sub Rosa,,Župa,Serbia,40.0,89.0,Jeff Jenssen,@worldwineguys,"A blend of 60% Prokupac and 40% Cabernet Sauvignon this Serbian wine smells of red cherry and blackberry. It is full bodied, while tasting of black cherry and blackberry. The finish is fruit filled with a touch of leather.","Župa, Serbia",20.3656588,42.9783907
1118,Budimir 2009 Margus Margi Riesling (Župa),Riesling,Budimir,Margus Margi,,Župa,Serbia,20.0,89.0,Jeff Jenssen,@worldwineguys,"White flowers, eucalyptus and a slight whiff of petrol greet the nose. In the mouth, it is all about green olive, white peach and green apple. The finish is soft and elegant.","Župa, Serbia",20.3656588,42.9783907
1119,Budimir 2009 Sub Rosa Red (Župa),Red Blend,Budimir,Sub Rosa,,Župa,Serbia,40.0,89.0,Jeff Jenssen,@worldwineguys,"A blend of 60% Prokupac and 40% Cabernet Sauvignon this Serbian wine smells of red cherry and blackberry. It is full bodied, while tasting of black cherry and blackberry. The finish is fruit filled with a touch of leather.","Župa, Serbia",20.3656588,42.9783907
